,paperId,abstract
44,a7682f7c68844391c28271076f71d9e1b21d5f81,"espanolLa investigacion cientifica y la practica clinica demuestran que la hipoterapia produce efectos positivos en control y estabilidad postural, equilibrio, marcha y funcion motora gruesa en personas con diversidad funcional. El OBJETIVO principal es proponer un metodo de valoracion objetiva que permita analizar la interaccion del movimiento del binomio caballo-jinete y su aplicacion como herramienta para valorar y orientar la intervencion en hipoterapia. METODOLOGIA: Mediante un estudio observacional en personas con paralisis cerebral y un grupo control, se relaciona el factor bajo estudio (el movimiento del caballo) y el efecto (la transmision del movimiento al jinete). Se realizo un registro de acelerometria mediante cuatro acelerometros triaxiales ubicados en el jinete y la grupa del caballo, durante una prueba que simula una sesion de hipoterapia. RESULTADOS: Se analizaron 70 registros. Tanto en el analisis en el dominio del tiempo como en el dominio de la frecuencia, se encontraron diferencias significativas en el comportamiento entre ambos grupos. CONCLUSIONES: Montar a caballo lleva implicito una transmision de movimiento del caballo al jinete independientemente de la capacidad de este; las caracteristicas morfologicas del caballo influyen en el movimiento transmitido al jinete; la acelerometria ha demostrado cumplir los requisitos como sistema de valoracion objetivo de utilidad en hipoterapia, ya que la estabilidad de una persona a caballo podria valorarse considerando como indicador el grado de armonizacion entre el movimiento del caballo y el jinete, y por tanto este indicador puede ser de utilidad tanto para la valoracion como para la orientacion de las intervenciones terapeuticas en hipoterapia. EnglishScientific research and clinical practice shows the positive effects hippotherapy in control and postural stability, balance, gait and gross motor function in people with disabilities. The main objective is to propose a method of objective assessment in order to analyze the interaction of the movement of the horse-rider binomial and its application as a tool to assess and guide the intervention in hippotherapy. METHODS: an observational study in people with cerebral palsy and a control group, the factor under study (the movement of the horse) and effect (the transmission of movement to the rider) are relate. A record of accelerometry was performed using four triaxial accelerometers placed on the rider and the horse's group, in a test that simulates a session of hippotherapy. RESULTS: 70 records were analyzed. Both the analysis in the time domain and the frequency domain, significant differences in behavior between the two groups. CONCLUSIONS: Riding implies a movement transmission horse rider regardless of capacity thereof; Horse morphological characteristics influence the movement transmitted to the rider; accelerometry has proved qualify as a system of objective assessment useful in hippotherapy, as the stability of a person on horseback could be worth considering as an indicator of the degree of harmonization between the motion of the horse and rider, and therefore this indicator can be useful for both the assessment and for the guidance of therapeutic interventions in hippotherapy."
45,2358d597c6138ae3320fee172e02f9d34b00a61a,
46,303c88b4c835ee9c8244f34905e94acc07a577c0,"Understanding and potentially predicting or even controlling urban labour markets represents a great challenge for workers and policy makers alike. Cities are effective engines of economic growth and prosperity and incubate complex dynamics within their labour market, and the labour markets they support demonstrate considerable diversity. This presents a challenge to policy makers who would like to optimise labour markets to benefit workers, promote economic growth and manage the impact of technological change. While much previous work has studied the economic characteristics of cities as a function of size and examined the exposure of urban economies to automation, this has often been from a static perspective. In this work we examine the structure of city job networks to uncover the diffusive properties. More specifically, we identify the occupations which are most important in promoting the diffusion of beneficial or deleterious properties. We find that these properties vary considerably with city size."
47,fcbb961b9d9e0895c895794e1fae9c7c0ff95724,"High-density polyethylene (HDPE) is widely used for above-ground storage tanks (ASTs). However, there are currently no guidelines for the non-destructive testing (NDT) and evaluation (NDE) of HDPE ASTs. Moreover, the feasibility, limitations, and challenges of using NDT techniques for the field inspection of HDPE ASTs have not been well established. This study used both infrared thermography (IRT) and ultrasonic testing (UT) for the field inspection of HDPE ASTs. Highlighting the implementation challenges in the field, this study determined that: (1) ambient environmental parameters can affect IRT accuracy; (2) there is an ideal time during the day to perform IRT; (3) the heating source and infrared camera orientation can affect IRT accuracy; and (4) with proper measures taken, IRT is a promising method for flaw detection in HDPE ASTs. Additionally, UT can be used following IRT for detailed investigation to quantify the size and depth of defects. The manuscript concludes with a discussion of the limitations and best practices for the implementing of IRT and UT for HDPE AST inspections in the field."
48,0adf1a0caf60b805919c7ef5d6b09a99d6adedf9,"Clinical phenotyping enables the automatic extraction of clinical conditions from patient records, which can be beneficial to doctors and clinics worldwide. However, current state-of-the-art models are mostly applicable to clinical notes written in English. We therefore investigate cross-lingual knowledge transfer strategies to execute this task for clinics that do not use the English language and have a small amount of in-domain data available. Our results reveal two strategies that outperform the state-of-the-art: Translation-based methods in combination with domain-specific encoders and cross-lingual encoders plus adapters. We find that these strategies perform especially well for classifying rare phenotypes and we advise on which method to prefer in which situation. Our results show that using multilingual data overall improves clinical phenotyping models and can compensate for data sparseness."
49,3d4c25a4e213a4175f5993cb0aefc04d60e6723d,
50,28dc94d8159a9904d557ab823258590e8dcbf631,"Accelerometers enable an objective measurement of physical activity levels among groups of individuals in free-living environments, providing high-resolution detail about physical activity changes at different time scales. Current approaches used in the literature for analyzing such data typically employ summary measures such as total inactivity time or compositional metrics. However, at the conceptual level, these methods have the potential disadvantage of discarding important information from recorded data when calculating these summaries and metrics since these typically depend on cut-offs related to intensity exercise zones that are chosen subjectively or even arbitrarily. Much of the data collected in these studies follow complex survey designs, making application of standard statistical tools such as non-parametric regression models inappropriate and the requirement of specific estimation procedures according to particular sampling-design is mandatory. With functional data or other complex objects, barely literature exist that handles complex sampling designs in the statistical analysis. This paper aims two-fold; first, we introduce a new functional representation of accelerometer data of a distributional nature to build a complete individualized profile of each subject’s physical activity levels. Second, using the NHANES accelerometer data (2003-2006), we show the potential advantages of this new representation to predict patients’ outcomes over 68 years of age. A critical component in our statistical modeling is that we extend non-parametric functional models used: kernel smoother and kernel ridge regression, to handle the specific effect of complex sampling design in order to provide reliable conclusions about the influence of physical activity in distinct analysis performed."
51,2129744c34e1a5364393722bfa063ec465fc91fb,"Organic semiconductors have attracted considerable attention due to their applications in low-cost (opto)electronic devices. The most successful organic materials for applications that rely on charge carrier generation, such as solar cells, utilize blends of several types of molecules. In blends, the local environment strongly influences exciton and charge carrier dynamics. However, relationship between nanoscale features and photophysics is difficult to establish due to the lack of necessary spatial resolution. We use functionalized fluorinated pentacene (Pn) molecule as single molecule probes of intermolecular interactions and of the nanoscale environment in blends containing donor and acceptor molecules. Single Pn donor (D) molecules were imaged in PMMA in the presence of acceptor (A) molecules using wide-field fluorescence microscopy. Two sample configurations were realized: (i) a fixed concentration of Pn donor molecules, with increasing concentration of acceptor molecules (functionalized indenflouorene or PCBM) and (ii) a fixed concentration of acceptor molecules with an increased concentration of the Pn donor. The D-A energy transfer and changes in the donor emission due to those in the acceptor- modified polymer morphology were quantified. The increase in the acceptor concentration was accompanied by enhanced photobleaching and blinking of the Pn donor molecules. To better understand the underlying physics of these processes, we modeled photoexcited electron dynamics using Monte Carlo simulations. The simulated blinking dynamics were then compared to our experimental data, and the changes in the transition rates were related to the changes in the nanoscale environment. Our study provides insight into evolution of nanoscale environment during the formation of bulk heterojunctions."
52,537bc84def55b5a9f896933394201cbbf558ad9a,
53,45c19f49b1b480fcd5c96ac0e72f44fff46f4215,"Early analyses revealed that dark web marketplaces (DWMs) started offering COVID-19 related products (e.g., masks and COVID-19 tests) as soon as the COVID-19 pandemic started, when these goods were in shortage in the traditional economy. Here, we broaden the scope and depth of previous investigations by considering how DWMs responded to an ongoing pandemic after the initial shock. Our dataset contains listings from 194 DWMs collected until July 2021. We start by focusing on vaccines. We find 248 listings offering approved vaccines, like Pfizer/BioNTech and AstraZeneca, as well as vendors offering fabricated proofs of vaccination and COVID-19 passports. Then, we consider COVID-19 related products. We show that, as the regular economy has become able to satisfy the demand of these goods, DWMs have decreased their offer. Next, we analyse the profile of vendors of COVID-19 related products and vaccines. We find that most of them are specialized in a single type of listings and are willing to ship worldwide. Finally, we consider a broader set of listings mentioning COVID-19, in order to assess the general impact of the pandemic on the broader activity of DWMs. Among 10,330 such listings, we show that recreational drugs are the most affected among traditional DWMs product, with COVID-19 mentions steadily increasing since March 2020. We anticipate that our results will be of interest to researchers, practitioners, and law enforcement agencies focused on the study and safeguard of public health."
54,0c538908daf823d13800dbf9f4fd716a73dce06c,"Een groeiende e-commerce zorgt voor een toenemend aantal thuisbezorgingen, wat leidt tot overlast in de vorm van congestie, uitstoot van broeikasgassen, onveiligheid en geluidsoverlast, vooral in woonwijken. Huidige methoden voor thuisbezorgdiensten, veelal een bestelbusje, zijn niet afdoende om in de toekomst deze negatieve effecten tegen te gaan. Met behulp van een discreet simulatiemodel is een toekomstige situatie geschetst voor een kleinschalige thuisbezorgdienst van een bakkerij in Wijk bij Duurstede, waarbij de producten geleverd worden met autonome bezorgrobots in plaats van een bestelbusje. Uit de analyse van de resultaten blijkt dat de kosten per bestelling met bijna 40% afnemen, met name door de afname in loonkosten. De simulatiestudie laat echter zien dat de bezettingsgraad van de bezorgrobots voor een enkele winkel van de bakkerij onder de 10% blijft, waardoor de investering niet snel genoeg terugverdiend wordt en de inzet van bezorgrobots niet rendabel is. Om het gebruik van autonome bezorgrobots winstgevend te maken voor kleinschalige bezorgdiensten is het noodzakelijk om samen te werken met andere bedrijven en hiermee de bezettingsgraad van de bezorgrobots te verhogen."
55,58fd3609571d4c49478c9c8d260e272aab31f960,"Malicious cybersecurity activities have become increasingly worrisome for individuals and companies alike. While machine learning methods like Graph Neural Networks (GNNs) have proven successful on the malware detection task, their output is often difficult to understand. Explainable malware detection methods are needed to automatically identify malicious programs and present results to malware analysts in a way that is human interpretable. In this survey, we outline a number of GNN explainability methods and compare their performance on a real-world malware detection dataset. Specifically, we formulated the detection problem as a graph classification problem on the malware Control Flow Graphs (CFGs). We find that gradient-based methods outperform perturbation-based methods in terms of computational expense and performance on explainer-specific metrics (e.g., Fidelity and Sparsity). Our results provide insights into designing new GNN-based models for cyber malware detection and attribution."
56,0570bbf61d3eb7bbcb9e5dc2d6c6d7a43fe49bee,
57,2e244bff608ec69d57914489060a479613b6b7c9,"Social media are decentralized, interactive, and transformative, empowering users to produce and spread information to influence others. This has changed the dynamics of political communication that were previously dominated by traditional corporate news media. Having hundreds of millions of tweets collected over the 2016 and 2020 U.S. presidential elections gave us a unique opportunity to measure the change in polarization and the diffusion of political information. We analyze the diffusion of political information among Twitter users and investigate the change of polarization between these elections and how this change affected the composition and polarization of influencers and their retweeters. We identify “influencers” by their ability to spread information and classify them into those affiliated with a media organization, a political organization, or unaffiliated. Most of the top influencers were affiliated with media organizations during both elections. We found a clear increase from 2016 to 2020 in polarization among influencers and among those whom they influence. Moreover, 75% of the top influencers in 2020 were not present in 2016, demonstrating that such status is difficult to retain. Between 2016 and 2020, 10% 1 ar X iv :2 11 1. 02 50 5v 1 [ cs .S I] 3 N ov 2 02 1 of influencers affiliated with media were replaced by centeror right-orientated influencers affiliated with political organizations and unaffiliated influencers."
58,af4f97b3e5d58bcc72598e37df0a8cabba396541,"Agriculture is one of the most vulnerable domains to climate changes, and the plant breeders' main targets are: adapting the already existing valuable varieties to these changes and creating new varieties with increased resistance to significant alternations of temperature and precipitations. Considering the importance of soy culture, 7 soy varieties were studied for 3 years at the Centre for Testing of Varieties Târgovişte, to observe which of them are suitable for cultivation in the pedoclimatic conditions of South Muntenia Region. In the year 2015, the rainfall distribution and volume led to large average productions for all the varieties, with SG Albert, ES Mentor and SG Kea standing out.Although in the year 2016, the total volume of rainfall was by 200 mm, above the average, this was unequally distributed, low quantities being recorded during important growth stages, respectively the seed development, and plant maturation. However, larger productions compared to the average were obtained by the Carla TD, SG Havane and Larisa varieties. In the year 2017, the rainfall was evenly distributed. Thus, a sufficient reserve was accumulated in spring for the emergence stage, and sufficient rainfall was recorded in summer for the full seed stage. The largest productions had the SG Albert, Carla TD, Larisa and SG Havane varieties. Following the examination of the agronomic and use value, the average production recorded in the entire period 2015-2017 and its constant level in time, the recommended varieties for cultivation in the South Muntenia Region, were Carla TD, SG Havane and Larisa and SG Albert."
59,a174a3d5ad6ab5555b7101bd0c9d0ee2d243d18c,"Objective Asthma is a common chronic illness affecting 19 million US adults. Inhaled corticosteroids are a safe and effective treatment for asthma, yet, medication adherence among patients remains poor. Shared decision-making, a patient activation strategy, can improve patient adherence to inhaled corticosteroids. This study aimed to explore whether audio-recorded patient-primary care provider encounters can be used to: 1. Evaluate the level of patient-perceived shared decision-making during the encounter, and 2. Predict levels of patient’s inhaled corticosteroid adherence. Materials and methods Shared decision-making and inhaled corticosteroid adherence were assessed using the SDM Questionnaire-9 and the Medication Adherence Report Scale for Asthma (MARS-A). Speech-to-text algorithms were used to automatically transcribe 80 audio-recorded encounters between primary care providers and asthmatic patients. Machine learning algorithms (Naive Bayes, Support Vector Machines, Decision Tree) were applied to achieve the study’s predictive goals. Results The accuracy of automated speech-to-text transcription was relatively high (ROUGE F-score = .9). Machine learning algorithms achieved good predictive performance for shared decision-making (the highest F-score = .88 for the Naive Bayes) and inhaled corticosteroid adherence (the highest F-score = .87 for the Support Vector Machines). Discussion This was the first study that trained machine learning algorithms on a dataset of audio-recorded patient-primary care provider encounters to successfully evaluate the quality of SDM and predict patient inhaled corticosteroid adherence. Conclusion Machine learning approaches can help primary care providers identify patients at risk for poor medication adherence and evaluate the quality of care by measuring levels of shared decision-making. Further work should explore the replicability of our results in larger samples and additional health domains."
60,8149663b5f8e967c11433f643ac9f893493ca96c,"En aquesta recerca es duu a terme una valoracio de la vulnerabilitat social del risc de patir una inundacio per avinguda mitjancant la construccio d’un index en una poblacio del litoral murcia. Amb aquesta finalitat es van tenir en compte els indicadors socioeconomics i sociodemografics principals disponibles per part de l’INE (Instituto Nacional de Estadistica) els quals caracteritzen l’ambit d’estudi. Mitjancant l’aplicacio d’una analisi multivariant sobre els indicadors seleccionats es va reduir el nombre de variables i es van acotar els factors que hi intervenen de manera oculta. De la combinacio d’aquests amb el resultat d’una enquesta de percepcio realitzada previament, es va obtenir el valor final de la vulnerabilitat social, amb la qual cosa es va millorar el nombre de dimensions que se solen considerar en la construccio d’aquests indexs. En darrer terme, es va elaborar una cartografia per seccions censals a fi i efecte d’identificar aquells sectors que, atesa la seva condicio social avaluada mitjancant l’index en questio, son susceptibles d’experimentar un impacte major per episodis d’inundacio."
61,76ac56821bff2fe5fe153e23c940c556fba963f3,"Contact tracing via digital tracking applications installed on mobile phones is an important tool for controlling epidemic spreading. Its effectivity can be quantified by modifying the standard methodology for analyzing percolation and connectivity of contact networks. We apply this framework to networks with varying degree distributions, numbers of application users, and probabilities of quarantine failures. Further, we study structured populations with homophily and heterophily and the possibility of degree-targeted application distribution. Our results are based on a combination of explicit simulations and mean-field analysis. They indicate that there can be major differences in the epidemic size and epidemic probabilities which are equivalent in the normal susceptible-infectious-recovered (SIR) processes. Further, degree heterogeneity is seen to be especially important for the epidemic threshold but not as much for the epidemic size. The probability that tracing leads to quarantines is not as important as the application adoption rate. Finally, both strong homophily and especially heterophily with regard to application adoption can be detrimental. Overall, epidemic dynamics are very sensitive to all of the parameter values we tested out, which makes the problem of estimating the effect of digital contact tracing an inherently multidimensional problem."
62,2db6edd25d47b2bef4673cd175ddc071ad9c8775,"In this paper, we study a linear bandit optimization problem in a federated setting where a large collection of distributed agents collaboratively learn a common linear bandit model. Standard federated learning algorithms applied to this setting are vulnerable to Byzantine attacks on even a small fraction of agents. We propose a novel algorithm with a robust aggregation oracle that utilizes the geometric median. We prove that our proposed algorithm is robust to Byzantine attacks on fewer than half of agents and achieves a sublinear $\widetilde {\mathcal{O}}\left( {{T^{3/4}}} \right)$ regret with $\mathcal{O}(\sqrt T )$ steps of communication in T steps. Moreover, we make our algorithm differentially private via a tree-based mechanism. Finally, if the level of corruption is known to be small, we show that using the geometric median of mean oracle for robust aggregation further improves the regret bound."
63,07e888a170322b002fe9e2a98dc9b8bcefb8806b,"The aim of this study is immobilization of mesoporous silica by tannin (tannin@SBA-15) for removal of acid blue 62 from aqueous media and determines the adsorption isotherm, thermodynamic and kinetic parameters. The characterization of adsorbent was carried out by different techniques such as Fourier-transform infrared spectroscopy (FT-IR), X-ray diffraction (XRD), N2 adsorption/desorption, scanning electron microscope (SEM) and transmission electron microscope (TEM). UV-Vis spectrophotometer was also applied to determine the amount of remaining dye in the solution. The Effect of some parameters such as pH, adsorbent dosage and contact time for removal of acid blue 62 was examined and optimized at temperatures ranging from 25 to 45 0C. For determining the type of Isotherm model, Langmuir, Freundlich and Temkin were used and for attaining the Thermodynamic parameters such as changes in Gibbs free energy (ΔG), enthalpy (ΔH), and entropy (ΔS), Vant Hoff equation were applied. Optimum values were pH of 2, contact time of 90 min and absorbent dosage of 0.03 g. The Langmuir isotherm model showed very good agreement with the equilibrium data with maximum adsorption capacity of 1000 mg/g. The thermodynamic analysis also revealed that the adsorption process was feasible, spontaneous and exothermic. The results also indicated that the adsorption of acid blue 62 onto Tannin-aminated SBA-15 follows the pseudo-second order kinetic model. Tannin@SBA-15 has a good potential for acid blue 62 dye adsorption from aqueous media."
64,6bbab064346f53f2b91eb808d3b0083eebc455fb,
65,ffcffd87e95c077c1e9f161d7b8cfb3955becedb,"We leverage metadata on over 36 million journal articles and reviews indexed by Scopus in order to estimate migration of scholars based on information on changes in their institutional affiliations over time. We produce a database of yearly international migration flows of scholars, for all countries from 1998 to 2017. We use the open-access database to provide descriptive evidence on the relationship between economic development and the emigration propensity of scholars. Statistical analysis using generalized additive mixed models reveals that emigration rates initially decrease as GDP per capita increases. Then, starting from around 25,000 dollars (2017 constant international dollars at purchasing power parity), the trend reverses and emigration propensity increases as countries get richer. This U-shaped pattern contrasts with what has been found in the literature for emigration rates for the general population and calls for theoretical frameworks to understand the heterogeneous responses of migration to development."
66,7aedb631c00f7bf23b66866044ab50055d5b9d50,
67,cd5054d253fba1518d98e36dba1e3da551a839ff,
68,8c453d2c196ace03dcf26e1223c2505c5fead98e,
69,3fd6052087fca380ec183d8ade46fe3094003e49,
70,57137bd8b6e5e55b80c93cb4e9d8336114c0e070,IX
71,57137bd8b6e5e55b80c93cb4e9d8336114c0e070,IX
72,ee36cc7b04784b41b75435b37c4ebb14ea3516ee,"Een van de doelstellingen van het Nationaal Actieplan soa, hiv en seksuele gezondheid 2017-2022 is dat er actuele en betrouwbare cijfers beschikbaar moeten zijn om de preventie en bestrijding van seksueel overdraagbare aandoeningen te versterken. (1) Hiervoor kan ook laboratoriumsurveillance ingezet worden en de huidige informatiesystemen van laboratoria zouden meer kunnen worden benut. Dit artikel beschrijft een onderzoek naar het opzetten van een landelijke laboratoriumsurveillance voor soa en de toegevoegde waarde ervan naast de al bestaande surveillancesystemen."
73,81346079b2297b523869f8ed0063000a3a28748b,
74,e8747fd5b17caff96be173b38c4974aa4a8ae82a,
75,35e6a2c75a27898714463e7957eaa56969ca2a47,"The COMET project applies structured text analysis, semantic similarity and ontology learning theory, along with NLP to investigate automated and semi-automated methods for extracting knowledge from text policy documents and transforming that knowledge into a structured form for use in a Functional Capability Reference Architecture (FCRA) for cyberspace operations. Progress and results are reported."
76,ced2f230ce722e8e668464190454b117554fe6a8,"Objectives America’s overdose crisis spurred rapid expansion in the number and scope of prescription drug monitoring programs (PDMPs). As their public health impact remains contested, little is known about PDMP user experiences and perspectives. We explore perspectives of PDMP end-users in Massachusetts. Methods Between 2016 and 2017, we conducted semi-structured qualitative interviews on overdose crisis dynamics and PDMP experiences with a purposive sample of 18 stakeholders (prescribers, pharmacists, law enforcement, and public health regulators). Recordings were transcribed and double-coded using a grounded hermeneutic approach. Results Perspectives on prescription monitoring as an element of overdose crisis response differed across sectors, but narratives often critiqued PDMPs as poorly conceived to serve end-user needs. Respondents indicated that PDMP: (1) lacked clear orientation towards health promotion; (2) was not optimally configured or designed as a decision support tool, resulting in confusion over interpreting data to guide health care or law enforcement actions; and, (3) problematized communication and relationships between prescribers, pharmacists, and patients. Conclusions User insights must inform design, programmatic, and policy reform to maximize PDMP benefits while minimizing harm."
77,2108ce4f574a15e2978c150519275c1111e3d1ef,"
 This book considers how media coverage of unexpected, dramatic events shapes public consciousness about important social and political problems. It argues that when incidents of police brutality become news, they offer one of the few real battlegrounds available for marginalized voices and activists to find a public platform and take on the powerful. Including new chapters that look more closely at race and racial justice in incidents of police force, the text reflects on the context in which the first edition was written—a time when race and policing were rarely discussed in the news or in the field of political communication—and considers what has changed in media studies since the year 2000, what hasn’t changed, and why. It considers coverage of more recent incidents of police violence and the ways in which the voices of citizen activists are treated in the news today. The text also addresses the important question of how defining political problems through such events might or might not produce more lasting policy change."
78,2ccdf2855036e6aa9cd9bde79b04a3f27b5f8d01,"Deep Packet Inspection (DPI) provides full visibility into network traffic by performing detailed analysis on both packet header and packet payload. Accordingly, DPI has critical importance as it can be used in applications i.e network security or government surveillance. In this paper, we provide an extensive survey on DPI. Different from the previous studies, we try to efficiently integrate DPI techniques into network analysis mechanisms by identifying performance-limiting parameters in the analysis of modern network traffic. Analysis of the network traffic model with complex behaviors is carried out with powerful hybrid systems by combining more than one technique. Therefore, DPI methods are studied together with other techniques used in the analysis of network traffic. Security applications of DPI on Internet of Things (IoT) and Software-Defined Networking (SDN) architectures are discussed and Intrusion Detection Systems (IDS) mechanisms, in which the DPI is applied as a component of the hybrid system, are examined. In addition, methods that perform inspection of encrypted network traffic are emphasized and these methods are evaluated from the point of security, performance and functionality. Future research issues are also discussed taking into account the implementation challenges for all DPI processes."
79,a2303dbcdb71433e13c03b913c0b09535b2fbf6f,
80,e04223b866def0c23e03c4c668013ed46e501a8a,"Assessing the trustworthiness of information online is an increasingly complicated task. Literacy-based paradigms are widely used to help, yet have also been widely critiqued. We conducted a study with 35 Gen Zers from across the U.S. to understand how they assess information online. We found that they tended to encounter—rather than search for—information, and that those encounters were shaped more by social motivations than by truth-seeking queries. For them, information processing is fundamentally a social practice. Gen Zers interpreted online information together, as aspirational members of social groups. Our participants sought information sensibility : a socially-informed awareness of the value of information encountered online. We outline key challenges they faced and practices they used to make sense of information. Our findings suggest that, like Gen Z’s information sensibility practices, solutions and strategies to address misinformation should also be embedded in social contexts online."
81,1da056b5eff6ca200134728935d163e8c88f9566,"Social media platforms offer their audience the possibility to reply to posts through comments and reactions. This allows social media users to express their ideas and opinions on shared content, thus opening virtual discussions. Most studies on social networks have focused only on user relationships or on the shared content, while ignoring the valuable information hidden in the digital conversations, in terms of structure of the discussion and relation between contents, which is essential for understanding online communication behavior. This work proposes a graph-based framework to assess the shape and structure of online conversations. The analysis was composed of two main stages: intent analysis and network generation. Users’ intention was detected using keyword-based classification, followed by the implementation of machine learning-based classification algorithms for uncategorized comments. Afterwards, human-in-the-loop was involved in improving the keyword-based classification. To extract essential information on social media communication patterns among the users, we built conversation graphs using a directed multigraph network and we show our model at work in two real-life experiments. The first experiment used data from a real social media challenge and it was able to categorize 90% of comments with 98% accuracy. The second experiment focused on COVID vaccine-related discussions in online forums and investigated the stance and sentiment to understand how the comments are affected by their parent discussion. Finally, the most popular online discussion patterns were mined and interpreted. We see that the dynamics obtained from conversation graphs are similar to traditional communication activities."
82,94f2a4e6a588add17c85da3e4a229cc8a98d90d2,"Increasingly taking place in online spaces, modern political conversations are typically perceived to be unproductively affirming— siloed in so called “echo chambers” of exclusively like-minded discussants. Yet, to date we lack sufficient means to measure viewpoint diversity in conversations. To this end, in this paper, we operationalize two viewpoint metrics proposed for recommender systems and adapt them to the context of social media conversations. This is the first study to apply these two metrics (Representation and Fragmentation) to real world data and to consider the implications for online conversations specifically. We apply these measures to two topics—daylight savings time (DST), which serves as a control, and the more politically polarized topic of immigration. We find that the diversity scores for both Fragmentation and Representation are lower for immigration than for DST. Further, we find that while pro-immigrant views receive consistent pushback on the platform, anti-immigrant views largely operate within echo chambers. We observe less severe yet similar patterns for DST. Taken together, Representation and Fragmentation paint a meaningful and important new picture of viewpoint diversity."
83,7f8c1bb88862e68ce9c289fa45d81a6200ae9276,"Suppressing the negative effects of grid voltage harmonics on the estimated frequency of a phase-locked loop (PLL) is a challenge in literature. This article proposes an easy-to-implement quadrature signal generator (QSG) to attenuate the oscillations on the estimated frequency in single-phase grid-connected inverters, which use second-order generalized integrator (SOGI)-PLL. It is shown that SOGI exerts a stronger filtering effect in generating the quadrature signal than the in-phase signal. Against this background, in this work, a modified integrator is introduced into the path of the in-quadrature signal to generate another in-phase component with much lower harmonic content. The proposed method imposes only a small computational burden on the existing SOGI-PLL compared to the previously presented methods that address the input voltage harmonic problem. Moreover, this method can work properly within the allowable range of grid voltage frequency deviations. The proposed integrator benefits from an error-decaying mechanism to overcome dc drift in pure integrators. The integrator has been designed based on theoretical equations. The validity of the proposed QSG and theoretical equations is evaluated using simulations and experimental studies. A fixed-point representation of the proposed QSG is also provided for implementation on low-cost microcontrollers."
84,218960c69c5573062181c5abf9897465309ff27d,"Abstract Where do prescient ideas—those that initially challenge conventional assumptions but later achieve widespread acceptance—come from? Although their outcomes in the form of technical innovation are readily observed, the underlying ideas that eventually change the world are often obscured. Here, we develop a novel method that uses deep learning to unearth the markers of prescient ideas from the language used by individuals and groups. Our language-based measure identifies prescient actors and documents that prevailing methods would fail to detect. Applying our model to corpora spanning the disparate worlds of politics, law, and business, we demonstrate that it reliably detects prescient ideas in each domain. Moreover, counter to many prevailing intuitions, prescient ideas emanate from each domain’s periphery rather than its core. These findings suggest that the propensity to generate far-sighted ideas may be as much a property of contexts as of individuals."
85,14ec262b1dc4d08d25d3933d92675ee48b4b1fbe,
86,26d06b1b631c2c62c7bf7ed29eb975db1875c9da,"PurposeAlthough Iran is one of the largest producers and exporters of saffron in the world, the organic saffron market in Iran is still in its early stages, and there is scarce empirical evidence in this regard. Therefore, the study's primary purpose is to segment the organic saffron market in Mashhad, Iran using neobehavioristic theory and machine learning methods.Design/methodology/approachConsidering the neobehavioristic theory of consumer behavior, the organic saffron market was segmented using crisp and fuzzy clustering algorithms. Also, to assess the relative importance of the factors affecting the intention to buy organic saffron in each market segment, a sensitivity analysis was performed on the output of the artificial neural network (ANN). A total of 400 questionnaires were collected in Mashhad, Iran in January and February 2020.FindingsIn contrast to the belief that psychological factors are more important in market segmentation than demographic characteristics, findings showed that the demographic characteristics of consumers, especially education and income, are the dominant variables in the segmentation of the organic food market. Among the 4 A’s marketing mix elements, the results showed that a low level of awareness and accessibility are obstacles to organic saffron market development. Advertising, distribution channel improvement, package downsizing and online business development are suggested strategies for expanding the organic saffron market in Iran.Practical implicationsThe results of the present study will help policymakers and suppliers of organic saffron to identify their target markets and design short- and long-term marketing strategies to develop the organic saffron market.Originality/valueMachine learning methods and the neobehavioristic theory of consumer behavior were used to segment the organic food market."
87,8ab24321c886785065cb2fd3f1206696ddef20f1,"With the recent growth in computer vision applications, the question of how fair and unbiased they are has yet to be explored. There is abundant evidence that the bias present in training data is reﬂected in the models, or even ampliﬁed. Many previous methods for image dataset de-biasing, including models based on augmenting datasets, are computationally expensive to implement. In this study, we present a fast and effective model to de-bias an image dataset through reconstruction and minimizing the statistical dependence between intended variables. Our architecture includes a U-net to reconstruct images, combined with a pre-trained classiﬁer which penalizes the statistical dependence between target attribute and the protected attribute. We evaluate our proposed model on CelebA dataset, compare the results with a state-of-the-art de-biasing method, and show that the model achieves a promising fairness-accuracy combination."
88,389a259ce711b386a6044de06f19de2fe826aebf,
89,b90cd019e5e2041e3086d975076d6152bafa1296,"We seek to elevate autonomic computing from infrastructure to process level. Different aspects of autonomic computing - self configuring, self healing, self optimizing and self aware are studied for Autonomic Web Processes (AWPs) with the help of a supply chain process scenario. Existing technologies and steps needed to shorten the gap from current process management systems to AWPs are studied in this paper. The behavior of AWPs is controlled by policies defined by users. Sympathetic and parasympathetic policies are introduced to model short and long term policies. A key advantage for elevating autonomic computing to a process level is that the trade-offs can be more evident because the process components map more readily to business functions."
